processed_tweet,username
i wish i wa dead,Depressed2102
 wave rush in theyre cave in i just wanna fuck breath,Depressed2102
 pain anger hurt exhaust empti i just want it all to end,Depressed2102
 crawl in the bed face down,Depressed2102
 might fuck around and km,Depressed2102
 therapi got cancel twice thi week idk if ill even have it next week,Depressed2102
 hate that i have no friend,Depressed2102
 whi do i feel like im annoy and everyon hate me,Depressed2102
 fuck everyth and everyon,Depressed2102
 therapi got cancel again thi week reschedul for tomorrow cant wait,Depressed2102
 i think i need find a new therapist,Depressed2102
 nobodi but you got you fuck everybodi around you,Depressed2102
 therapi got cancel twice thi week lmfao fuck me right,Depressed2102
 havent laid in the dark in a long time,Depressed2102
 back to my cold dark room,Depressed2102
 tonight wa complet shit tho lol,Depressed2102
 final wa abl to let my feel out today,Depressed2102
 im sick of that shit,Depressed2102
 i gotta be high all the time so im not depress,Depressed2102
 im just so sick of live im done,Depressed2102
 idk when but i feel anoth attempt come up hope thi one is success,Depressed2102
 back on my suicid shit,Depressed2102
 just gonna go back to bed i dont wanna be awak or aliv,Depressed2102
 depress ha complet taken over and i cant seem to find the light today,Depressed2102
 im so fuckin depress,Depressed2102
 today ha been a day from hell,Depressed2102
 im so tire of everyth,Depressed2102
 nightmar are get bad again,Depressed2102
 nobodi know what i go through,Depressed2102
 ive push everi singl person i have away,Depressed2102
 i just wanna fuck die lol,Depressed2102
 havent been thi sad in a long time,Depressed2102
 i couldve been gone for year alreadi,Depressed2102
 ive been misgend so much today ,Depressed2102
 therapi suck lol as alway,Depressed2102
 therapi tomorrow anoth week,Depressed2102
 ive push everyon away,Depressed2102
 idk whats wrong with me,Depressed2102
 is life even worth live,Depressed2102
 sometim i just wanna down a bottl of pill lol,Depressed2102
 idek what to say i just dont wanna fuck be here,Depressed2102
 if i disappear know im in a better place,Depressed2102
 i just wanna go mia for a while,Depressed2102
 on some day the onli consol is that thi day will be over and theres a new one ahead,Depressed2102
 just want to die,Depressed2102
 everyth is fine for a few day and then it all come crash again,Depressed2102
 im not ok,Depressed2102
 someon just accident sent me a video of my abus,Depressed2102
 pretti sure wed all be better off if i wasnt aliv,Depressed2102
 i just feel like i have noth to live for,Depressed2102
 i just havent been abl to catch a break even in my nightmar im think about cut myself,Depressed2102
 the flashback keep get wors,Depressed2102
 therapi wa total shit today,Depressed2102
 had a realli bad day dont wanna be aliv,Depressed2102
 feel like im lose thi fight,Depressed2102
 ptsd is kick my ass tonight,Depressed2102
 you will never understand the hell i feel insid my head,Depressed2102
 i just want out i dont want to deal with thi pain anymor,Depressed2102
 nobodi is ever there when you need someon,Depressed2102
 dont wanna keep fight i wish i could just give up i want out,Depressed2102
 what a shit day,Depressed2102
 the cop show up for a well check today ,Depressed2102
 some day i wish id just stop breath,Depressed2102
 tire of fight these battl alon,Depressed2102
 i hate everyth about my bodi lol,Depressed2102
 anxieti so bad i wanna throw up,Depressed2102
 im go back into the hospit on thursday and idk im just anxiou about it i just wanna fuck die,Depressed2102
 im struggl so fuck bad,Depressed2102
 i cant fuck do thi anymor,Depressed2102
 night like these i just wanna fuck die,Depressed2102
 idk whi i keep tri late i just feel like die,Depressed2102
 fuck everyth about today im done,Depressed2102
 im just realli tire of live,Depressed2102
 do thing ever get better,Depressed2102
 im a wast of space,Depressed2102
 not a good day,Depressed2102
 stop be the ‘ go to personfor peopl you cant go to,Depressed2102
 idk whats stop me theres noth to live for,Depressed2102
 i hate that i dont have the fuck strength to kill myself,Depressed2102
 i just realli wanna die and i hate that i havent kill myself yet,Depressed2102
 someon told me that i shouldcut my life shortthe other day i know you dont have to remind me im tri,Depressed2102
 idk whi i bother reach out when i feel suicid peopl alway say theyll be there but nobodi answer when you wanna die,Depressed2102
 i feel so fuck alon,Depressed2102
 i just dont wanna do thi anymor,Depressed2102
 do you rememb when you join twitter i do mytwitteranniversari,Depressed2102
 never thought id make it tobut here i am weird,Depressed2102
 just gonna sleep,Depressed2102
 ive alreadi fail twice,Depressed2102
 my biggest fear is attempt and fail again,Depressed2102
 my head hurt,Depressed2102
 shouldve just took the fuck bottl of pill earlier,Depressed2102
 alway trap insid my own mind,Depressed2102
 everyon would be better off if i wa dead,Depressed2102
 thing are never go to get better,Depressed2102
 nobodi notic that im tri to get better,Depressed2102
 i cant do thi anymor,Depressed2102
 i dont wanna do thi anymor,Depressed2102
 feel like shit lol,Depressed2102
 idk whi i keep talk about the fact that i wanna die when i should just follow through and kill myself alreadi,Depressed2102
 im tire of tri so hard to get better,Depressed2102
 i just wanna give up,Depressed2102
 idk whi im still aliv,Depressed2102
 realli wanna fuck cut myself,Depressed2102
 idk whi i didnt just follow through last night,Depressed2102
 tonight wa just fuck bad,Depressed2102
 i just dont want to be aliv,Depressed2102
 realli wanna cut tonight,Depressed2102
 i go back into the hospit tomorrow so thatll be great,Depressed2102
 i wake up everi singl morn want to kill myself and go to bed everi singl night wonder whi i didnt,Depressed2102
 i dont even care tho,Depressed2102
day clean yesterday and i threw it all away relaps yet again,Depressed2102
 i just realli wanna die,Depressed2102
 do i throw away myday clean streak,Depressed2102
 everyth is fine and noth matter,Depressed2102
 im so worthless,Depressed2102
 i just dont care,Depressed2102
 and everybodi ignor them,Depressed2102
 but after i km theyre gonna realiz that me reach out were my cri for help,Depressed2102
 idk whi i bother reach out to peopl when nobodi care anyway,Depressed2102
 sometim i feel like thesingl friend that i have dont even care,Depressed2102
 when your therapist is write down some of the thing shes worri aboutbare eatyup depress and thi eat disord are go to kill me one day and i dont even care i just wanna fuck die,Depressed2102
 sleep is my onli escap and i cant escap the nightmar,Depressed2102
 i had to wake myself up from my shitti nightmar,Depressed2102
 i just have nobodi,Depressed2102
 ive been wake up everi hour two hour or so and im so sick of it i just want to sleep,Depressed2102
 i want to die so fuck bad,Depressed2102
 i have no reason to be aliv,Depressed2102
 mayb youll stop me from dig my own fuck grave,Depressed2102
 i have no reason to keep go,Depressed2102
 its liter am and i want to km,Depressed2102
 shoutout to everyon who surviv their own suicid thought thi year shit is tough but im glad youre still here,Depressed2102
 im slowli give up and im sorri,Depressed2102
 must be nice,Depressed2102
 i realli dont see the reason of tri or for talk or for breath im just done,Depressed2102
 i just dont even care i dont want to make it toi liter dont want to be here,Depressed2102
 i didnt plan on make it to christmayear ago i should be dead,Depressed2102
 he probabl doesnt want me and i dont blame him i wouldnt want me either,Depressed2102
 and then my thought kick in and i dont know whi im still aliv,Depressed2102
 i liter cri at work and wa on the verg of cut myself in the bathroom,Depressed2102
 such a bad day,Depressed2102
 sometim i wanna just take a few extra pill and hope that i dont wake up,Depressed2102
 noth matter and nobodi care,Depressed2102
 day clean ,Depressed2102
 im just so done i have nobodi,Depressed2102
 idk whi im still aliv,Depressed2102
 idk whi im still here,Depressed2102
 how much pain do you have to go through befor give up is ok,Depressed2102
 wake up want to kill my self and i go to bed wonder whi i didnt,Depressed2102
 my best friend is all the way across the countri and she told me if i kill myself shes not fli home to come to my servic fuck me right what are best friend for anyway,Depressed2102
 still hate my life,Depressed2102
 theres no point in live,Depressed2102
 cant wait to die,Depressed2102
 i hate it here theres no point in live,Depressed2102
 have you seen my will to live i cant find it,Depressed2102
 nobodi talk to me,Depressed2102
 i want to die,Depressed2102
 i hate thi life,Depressed2102
 im too awak for thi to be a nightmar,Depressed2102
 no matter how well my life is go i still someon becom extrem depress,Depressed2102
 serious have nobodi,Depressed2102
 dont even care,Depressed2102
 cut all over my bodi,Depressed2102
 stop eat,Depressed2102
 idk what to do,Depressed2102
 still hate life,Depressed2102
 thing just arent the same,Depressed2102
 well my mentor is back,Depressed2102
 grandpa didnt make it,Depressed2102
 grandpa wa givenday to live,Depressed2102
 grandpa is still not do good they think he ha cancer pleas continu to pray for him,Depressed2102
 grandpa is in the hospit not do good need prayer pleas,Depressed2102
 such a fuck up,Depressed2102
 probabl better off dead,Depressed2102
 i hate myself,Depressed2102
 i liter cant order anyth with my seafood allergi,Depressed2102
 sit outsid of a restaur cri becaus i feel like i ruin everi vacat,Depressed2102
 im on vacat but still manag to be extrem depress,Depressed2102
 such a shit night,Depressed2102
 i hate the voic,Depressed2102
 hate when peopl worri about me let me do me im fine and even if i wasnt fine it not your place to step in and start worri,Depressed2102
 do thing ever start to look up,Depressed2102
 he doesnt care and i dont know whi i bother,Depressed2102
 probabl better off dead,Depressed2102
 and useless,Depressed2102
 i am complet worthless,Depressed2102
 dont want to be here but it would destroy him,Depressed2102
 i miss you,Depressed2102
 i have nobodi,Depressed2102
 someon give me a reason not to km tonight,Depressed2102
 just want to die,Depressed2102
 beyond stress,Depressed2102
 wa have a decent day but wouldnt mind be hit by a car,Depressed2102
 smoke weed tonight becaus i forgot i have to drug test for colleg and im so fuck and i wanna die,Depressed2102
 complet meltdown at am,Depressed2102
 dont wanna be here anymor,Depressed2102
 sleep till noon becaus im a depress sack of shit,Depressed2102
 relaps,Depressed2102
 anoth night text crisi,Depressed2102
 i tri and be there for peopl but i cant help someon if i cant even help myself,Depressed2102
 never end,Depressed2102
 i hate thi entir famili,Depressed2102
 just want to die,Depressed2102
 noth matter,Depressed2102
 i dont matter,Depressed2102
 alway live with thi regret,Depressed2102
 still hard get up get dress,Depressed2102
 i just dont want to be here,Depressed2102
 cri at am,Depressed2102
 realli fuck sad,Depressed2102
 hate everyth,Depressed2102
 is that too much to ask for,Depressed2102
 just want my mentor back,Depressed2102
 love life,Depressed2102
 probabl lose the hous,Depressed2102
 such a shit night,Depressed2102
 happi th birthday to me,Depressed2102
 that all im ask for,Depressed2102
 birthday is inday and i just want my mentor back,Depressed2102
 i want to be happi but thatll probabl never happen,Depressed2102
 i want to be normal,Depressed2102
 cant sleep or sleep too much,Depressed2102
 hate my life,Depressed2102
 hate the nightmar,Depressed2102
 hate sleep,Depressed2102
 someon wanna give me a reason to keep go,Depressed2102
 idk whi i havent kill myself yet,Depressed2102
 here to anoth night not cri myself to sleep tonight more or less just depress go to bed,Depressed2102
 no point in live,Depressed2102
 im so worthless whi do i bother leav the hous,Depressed2102
 im tire tire of be sad tire of be tire,Depressed2102
 everyth is my fault right,Depressed2102
 probabl dont deserv to live,Depressed2102
 i dont matter,Depressed2102
 my therapist doesnt care,Depressed2102
 my friend dont care,Depressed2102
 i dont even care,Depressed2102
 nobodi care,Depressed2102
 and ya know what,Depressed2102
 realli fuck sad,Depressed2102
 gave out my password and instruct jusssttt in case someth happen,Depressed2102
 idk what to do,Depressed2102
 fall apart,Depressed2102
 i have cut on both wrist ive been to crisitime in the last week and my therapist could care fuck less,Depressed2102
 at leastmore week for my mentor,Depressed2102
 i shouldnt go home from therapi cri,Depressed2102
 im not ok,Depressed2102
 and other,Depressed2102
 go to bed befor i becom a danger to myself,Depressed2102
 stabl for now,Depressed2102
 he stay up all night with me to make sure i wa ok,Depressed2102
 im so done,Depressed2102
 just dont wanna be here,Depressed2102
 anoth visit to crisi,Depressed2102
 would rather die,Depressed2102
 left work earli becaus im too depress for life,Depressed2102
 drown in my own thought,Depressed2102
 so ill just lay here anoth night,Depressed2102
 and nobodi care,Depressed2102
 but nobodi notic,Depressed2102
 im die insid,Depressed2102
 everyth is fine,Depressed2102
 im fine,Depressed2102
 therapi went ok today she wa onliminut late piss,Depressed2102
 today wa shit,Depressed2102
 drink my life away,Depressed2102
 just so done,Depressed2102
 probabl just gonna end up fall asleep,Depressed2102
 realli just wanna cut,Depressed2102
 i wanna throw up,Depressed2102
 mental feel like shit,Depressed2102
 tattoo isnt even help still wanna die,Depressed2102
 also cut myself almostweek ago and the scar wont go away and i hate myself,Depressed2102
 but now i dont want to be here,Depressed2102
 wa do ok,Depressed2102
 i know im fat pleas stop stare at my stomach,Depressed2102
 extrem depress,Depressed2102
 got my first tattoo and im hope that when i look at it i wont want to die as much,Depressed2102
year without my cousin and there noth i want more in life than to be with her,Depressed2102
 i went to bed that night not know i woke up went to school came home to take a nap and wake up to find out she wa gone,Depressed2102
 well yesterday markyear without my aunt and tomorrow will beyear without my cousin,Depressed2102
 have to wear sweatshirt to bed becaus you have cut on your arm,Depressed2102
 my mentor is come back and im beyond excit,Depressed2102
day clean oop,Depressed2102
 just dont wanna be here,Depressed2102
 he also bit me,Depressed2102
 i have mark indiffer spot,Depressed2102
 he hit me,Depressed2102
 just sad,Depressed2102
 i alway am,Depressed2102
 but ill be ok,Depressed2102
 im stabl still wanna die tho,Depressed2102
 also got taken to crisi tonight,Depressed2102
 wa put on the watch list,Depressed2102
 smash a remot,Depressed2102
 so the destruct behavior continu,Depressed2102
 i hate thi famili too,Depressed2102
 i hate my life,Depressed2102
 also punch a wall,Depressed2102
 becam realli destruct tonight and bust a mirror,Depressed2102
 actual had a decent therapi session today,Depressed2102
 idk what to do anymor,Depressed2102
 dont wanna be here,Depressed2102
 am cant sleep,Depressed2102
 it suck doesnt it feel like your not good enough no matter how hard you tri,Depressed2102
 just a friendli remind,Depressed2102
 in case anybodi care ive self harmtime in the pastday and i wanna die,Depressed2102
 i knew nobodi care,Depressed2102
 no didnt think so,Depressed2102
 anyon wanna tri and convinc me to stick around in thi twist world,Depressed2102
 stop lie to yourself they dont care,Depressed2102
 do i cut myself orrr,Depressed2102
 today wa aw,Depressed2102
 mayb it would be better for everyon if i wasnt here,Depressed2102
 but ill be ok i alway am,Depressed2102
 just need my mentor back,Depressed2102
 such an aw feel that i cant even make plan without think of suicid,Depressed2102
 peopl tri to make plan for summer but i cant becaus i dont know how much longer ill be here,Depressed2102
 which realli suck becaus i want a normal life but i dont see myself in the futur,Depressed2102
 peopl alway talk about get old but i dont think ill ever grow old ill probabl km befor then,Depressed2102
 too sad to sleep,Depressed2102
 then i start to think that suicid is the onli way out,Depressed2102
 so i start throw up blood the other day and i havent gone to the doc becaus i dont care,Depressed2102
 ill alway be here for you is the biggest lie go fuck yourself,Depressed2102
 at the end of the day nobodi care im just anoth one of thesecond,Depressed2102
 well i threw up a good amount of blood today so that that,Depressed2102
 and when i need you your not there,Depressed2102
 what did i do to deserv thi,Depressed2102
 am i stood befor the bathroom mirror hand grip the sink tear stream down my face wonder where the fuck i went wrong,Depressed2102
 or do i cut myself,Depressed2102
 hm mayb if i overdos i wont have to deal with anyth,Depressed2102
 i need to move out dont care if im sleep outsid of a ga station,Depressed2102
reason whi make me realiz how much i can relat and how fuck up my life is,Depressed2102
 not like anyon care anyway,Depressed2102
 let me just keep it all bottl up insid becaus that healthi,Depressed2102
 i hate myself,Depressed2102
 mayb i shouldv end my life alreadi,Depressed2102
 mayb it what i wa wear that day mayb i shouldnt have walk home from school,Depressed2102
 i deserv it all it all my fault,Depressed2102
 but ya know what i do deserv everyth that ever happen to me,Depressed2102
 i dont deserv to live,Depressed2102
 idk whi i havent commit yet,Depressed2102
 probabl deserv it tho right,Depressed2102
 everyon like omg the first time i had sex and i just kinda sit there becaus the first time i had sex i didnt consent,Depressed2102
 these dream give me such anxieti about go to bed becaus i know ill dream,Depressed2102
 had thi dream last night my truck went into a river and open the window to escap but i end up drown,Depressed2102
 therapi in the morn not like she care anyway,Depressed2102
 but then she would die too and i cant do that,Depressed2102
 like my friend wa drive home with me and i thought mayb if i jerk my wheel i could roll down the mountain and it would kill me,Depressed2102
 my suicid thought have been so strong to the point where it put other peopl in danger,Depressed2102
 im such a piec of shit,Depressed2102
 well it my uncl birthday hi rd birthday in heaven and i fuck forgot,Depressed2102
 whi am i still here,Depressed2102
 i actual wanna die,Depressed2102
 mayb it time for anoth visit to crisi,Depressed2102
 well just found out my aunt is die could be ani day now ,Depressed2102
 i had a decent day today but my brain is tell me i dont deserv to be happi,Depressed2102
 saw thi post that said would youry o self be proud of you rn at first i thought no but then i said yeah becaus ive made it thi far,Depressed2102
 i hate go to bed everi night not know if he go to wake up the next morn,Depressed2102
 dont wanna do thi anymor,Depressed2102
 just cant lose him,Depressed2102
 so my grandpa is in the hospit with onliof hi heart function if yall could say a prayer id realli appreci it,Depressed2102
 probabl gonna open my messag in the morn so i have someth posit to start off my day,Depressed2102
 feel free to slide into my dm with some posit stuff or even just a few word kinda need a boost to keep fight tonight,Depressed2102
 beyond grate for you i couldnt have made it thi far without her,Depressed2102
 she hug me befor we left in the rain and hail she hug me and told me everyth wa go to be ok,Depressed2102
 my mentor is offici gone today wa our last session so fuck upset,Depressed2102
 tri not to cri becaus i know she wouldnt want me to,Depressed2102
 of cours youd give up on me,Depressed2102
 it cute that you realli think im ok,Depressed2102
 anybodi els get so depress that they throw up im so use to it now,Depressed2102
 would you even care if i took my own life,Depressed2102
 cant stop cri,Depressed2102
 im so alon,Depressed2102
 i hate night,Depressed2102
 i wish i could live a normal life,Depressed2102
 i wish i didnt feel like thi,Depressed2102
 i dont cri in front of peopl so if i break down in front of you just know im realli hurt,Depressed2102
 pretti upset about it,Depressed2102
 well my mentor ha one more session with me and then she leav,Depressed2102
 i didnt choos thi life,Depressed2102
 where to turn when everyon left,Depressed2102
 sick of live,Depressed2102
 peopl are say i need to be hospit again,Depressed2102
 idk what to do,Depressed2102
day clean again,Depressed2102
 i have nobodi,Depressed2102
 cant rememb the last time i wa genuin happi,Depressed2102
 text me if you need me but when i need them where are they,Depressed2102
 it not go to the doctor in hope that youll get sick and die,Depressed2102
 it not buckl your seatbelt in hope that youll crash,Depressed2102
 be suicid isnt alway hang yourself or a gun to your head,Depressed2102
 same feel everi day i wake up wish i didnt,Depressed2102
 dont know how much longer i can do thi,Depressed2102
 noth can take thi pain away,Depressed2102
 just dont wanna be here,Depressed2102
 start to think that suicid is the onli way out,Depressed2102
 if onli heaven wasnt so far away,Depressed2102
 id do anyth to have you back,Depressed2102
 cri at am what els is new,Depressed2102
 my mom told me these feel will passyear later and i still hate myself,Depressed2102
 but at the end of the day who realli care,Depressed2102
 mental breakdown start in ,Depressed2102
 therapi tomorrow kinda look forward to it,Depressed2102
 my mom tri to take it away today becaus she start to catch on,Depressed2102
 start snap a rubber band on my wrist instead of cut,Depressed2102
 nobodi care until it too late,Depressed2102
 dont know what els to say other than i dont want to be here,Depressed2102
 surviv anoth day,Depressed2102
 but im awak drown in my own thought,Depressed2102
 am i should be sleep,Depressed2102
 were all addict to someth that take the pain away,Depressed2102
 dont even know where to turn all i know is im so done with everyth,Depressed2102
 i wa suppos to be get better not wors,Depressed2102
 mayb i need to be hospit again,Depressed2102
 where do you go when sleep cant fix you,Depressed2102
 night are the worst,Depressed2102
 whi am i like thi,Depressed2102
 dont even wanna die just wanna end my pain but look like suicid is the onli way out,Depressed2102
 i dont deserv thi,Depressed2102
 im so disgust,Depressed2102
 whi me,Depressed2102
 like whi cant i fuck be normal,Depressed2102
 dont want anyth to do with anyon,Depressed2102
 so sick of therapi but i know i need it,Depressed2102
 relaps again last night and guess what nobodi care,Depressed2102
 i cant deal with the nightmar anymor,Depressed2102
 to cut or not to cut,Depressed2102
 wish it wa that easi to just give up,Depressed2102
 i shouldnt be thi unhappi at thi age,Depressed2102
 i deserv it right i deserv everyth that ever happen to me,Depressed2102
 im done fight,Depressed2102
 i cant do thi,Depressed2102
 im worri youll alway have a mental breakdown until you learn how to handl it thank,Depressed2102
 i guess it becom a norm rape onc and everi guy feel the need to not listen when you say no,Depressed2102
 i told him no and he did it anyway,Depressed2102
 everyon leav,Depressed2102
 nobodi care anymor,Depressed2102
 i shouldnt have to live in fear,Depressed2102
 also it februari and thi is the worst month of my entir life,Depressed2102
 my best friend suddenli decid that she doesnt wanna be friend not sure how to feel,Depressed2102
 have the worst night,Depressed2102
 when i say i wanna die im not sure if i realli wanna die or if i just want my pain to end,Depressed2102
 just want thi all to end,Depressed2102
 when life is so shitti your put in therapitime a week,Depressed2102
 so fuck sad,Depressed2102
 cant sleep my thought are at it again,Depressed2102
 i liter cant do thi anymor,Depressed2102
 doe it ever get better,Depressed2102
 if you celebr happi thanksgiv if you dont celebr hope your have a great day,Depressed2102
 cant do thi much longer,Depressed2102
 so fed up,Depressed2102
 relaps yet again,Depressed2102
 anoth day of hate myself wish i wasnt here,Depressed2102
 i hate that im still here,Depressed2102
 alway sad,Depressed2102
 there no point in live anymor,Depressed2102
 hate myself dont know whi im still here,Depressed2102
 not have a good night,Depressed2102
 when ur thought are make u physic sick to your stomach and u cant talk it out with anyon bc everi singl one of ur friend left you,Depressed2102
 im so depress i dont even know what to do with myself anymor,Depressed2102
 one day ill kill myself i sure hope it soon,Depressed2102
 whi the fuck am i still here,Depressed2102
 i cant take thi anymor,Depressed2102
 the guy that wa hit on me ha a girlfriend,Depressed2102
 my sister is the fuck star of the famili and im fuck up in the head,Depressed2102
 i cant do thi anymor,Depressed2102
 none of my friend call me anymor you wanna know whi they dont care they left just like the rest,Depressed2102
 and my therapist is on vaca forweek,Depressed2102
 my mind is race,Depressed2102
 i fuck hate my life,Depressed2102
 just when you think thing are look up someth els crash down,Depressed2102
 anoth shitti day still wonder whi im still here,Depressed2102
 wake up or jump out of your sleep everi few hour becaus you have nightmar,Depressed2102
 everi thought is a battl everi breath is a war and i dont think im win anymor,Depressed2102
 are u ever like scare to sleep bc u know your go to have nightmar so u just lay in bed cri bc your so exhaust yeah me too,Depressed2102
 all i fuck did the past hr wa make sure he wa ok but im just anoth girl i make everi effort he use me im such a disgrac,Depressed2102
 i have to go to work with cut on my arm fuck me,Depressed2102
 ive never want to just lock myself in a room so badli and cut myself,Depressed2102
 all of my friend are leav me and i have nobodi to turn to,Depressed2102
 depress af and i have cut up and down my arm,Depressed2102
 i wish i had someon who care,Depressed2102
 annnd i relaps,Depressed2102
 truli dont know whi im still here,Depressed2102
 it ok im not import anyway,Depressed2102
 my best friend got a new boyfriend and i just know im go to be replac,Depressed2102
 surviv anoth year happi th birthday to me ,Depressed2102
 i wanna go back to sleep forev,Depressed2102
 high key dont want to be here,Depressed2102
 it ok im not import,Depressed2102
 but you promis,Depressed2102
 i get such anxieti when my parent argu,Depressed2102
 never good enough,Depressed2102
 run everi possibl scenario though my head of cous anxieti attack are the worst,Depressed2102
 i hope my kid never lay in bed at night like i am now want to die,Depressed2102
 im such a worthless piec of shit,Depressed2102
 i guess i wasnt good enough again,Depressed2102
 i wonder if one day ill be one of thosesecond,Depressed2102
