processed_tweet,username
 do you ever just sit there and realiz that you mean noth to anyon and you start feel lost alon and unlov and truli unwant,depressingmsgs
 she pretend like noth happen becaus she want peopl to see her strong onli she know how pain emotionali mental she realli is,depressingmsgs
 be sad for no reason is wors than be sad for a reason becaus there absolut noth you can do to make yourself feel better,depressingmsgs
 i prefer to distanc myself whenev im mad becaus i turn into the most heartless person youll ever meet and your go hate me for that,depressingmsgs
 everi singl time i put myself back togeth again i watch myself fall apart onc again and everi singl time is wors than the time befor,depressingmsgs
 im sorri for be annoy when i want to talk needi caus i miss you emot when i care and insecur becaus im afraid to lose you,depressingmsgs
 whi are you sad i dont know no reason oh no there are plenti of reason im just not realli sure which one it is thi time,depressingmsgs
 do you ever feel ok but your sad at the same time you just want to talk to someon and hug them but you feel annoy so you just stay quiet,depressingmsgs
 she might be laugh but deep insid she hurt she tri to get her mind off thing that make her upset by pretend to be fine,depressingmsgs
 growingupwithanxieti i liter notic the smallest of chang in how peopl treat me and i overthink into think everyon hate me,depressingmsgs
 growingupwithanxieti you unintent make yourself sad you feel alon even when your not and sometim you dont even know what wrong,depressingmsgs
 growingupwithanxieti peopl think your rude or alway in a bad mood,depressingmsgs
 it easier just to say im fine when somebodi ask if you are okay becaus sometim it not possibl to explain whi you arent,depressingmsgs
 do you ever just make up scenario in your head that you know will never happen but it make you so happi so you just keep on imagin them,depressingmsgs
 oh ok actual mean my heart just got rip into a million piec but i wont tell you becaus you wouldnt care how i feel anyway,depressingmsgs
 i never realli know where i stand in some peopl life one minut they treat me like im someth special then noth the next,depressingmsgs
 the worst feel is when you find out you didnt mean as much to someon as you thought you did and you look so stupid for care too much,depressingmsgs
 do you ever feel ok but your sad at the same time you just want to talk to someon and hug them but you feel annoy so you just stay quiet,depressingmsgs
 i hate get so sad to the point where my bodi complet shut down and all i can do is just lay there and think about all my problem,depressingmsgs
 everi night i think about all the mistak ive made and how much i regret make those decis becaus my life could have been differ,depressingmsgs
 the worst type of cri is at night when everyon asleep and you have to control it with your hand over your mouth to not make a sound,depressingmsgs
 sometim it better to keep silent than to tell other how you feel becaus it hurt know they can hear you but not understand you,depressingmsgs
 i hate get flashback from thing you dont want to rememb it feel like your heart suddenli drop and anxieti start take you over,depressingmsgs
 i truli feel like everyth i say or do is alway wrong like im a total disappoint to everyon and all i ever do is let peopl down,depressingmsgs
 im sorri i have trust issu but when you give someon everyth and they toss it away like noth someth insid of you break,depressingmsgs
 do you ever feel physic sick becaus you know your not good enough for anyon and cant do anyth right no matter how hard you tri,depressingmsgs
 i need someon who will understand how unstabl i am sometim be alon can be danger for me but other time it exactli what i need,depressingmsgs
 im just so tire of thi my bodi is tire my mind is a mess i just realli want to lay in bed and never get up im just so tire of life,depressingmsgs
 my onli relief is to sleep when im sleep im not sad im not angri im not scare im not hurt im not lone im just noth,depressingmsgs
 im disappoint in myself becaus i know im better than the choic i keep make and the thing i choos to deal with,depressingmsgs
 i hate thi feel like im here but im notlik someon care but they dont it like i belong somewher anywher but here,depressingmsgs
 have you ever want to cri but no tear came out so you just stare blankli into space while feel your heart break into a million piec,depressingmsgs
 i feel myself chang i dont laugh the same anymor i dont smile the same or talk the same im just so tire and mental exhaust,depressingmsgs
 i think im afraid to be happi becaus whenev i get too happi someth bad alway happen,depressingmsgs
 pain chang peopl it make them trust less overthink more and shut peopl out,depressingmsgs
 noth hurt more then be ignor replac forgotten lie to,depressingmsgs
 i prefer to distanc myself whenev im mad becaus i turn into the most heartless person youll ever meet and your go hate me for that,depressingmsgs
 you think youre do okay and then suddenli its a nighttim and youre alon and youre not realli sure how to distract yourself anymor,depressingmsgs
 social anxieti suck you unintent make yourself sad you feel alon even when your not and sometim you dont even know what wrong,depressingmsgs
 all the thing i did wrongi reli on someon for my happii love peopl more than i love myselfi never ask for help,depressingmsgs
 we hide behind a fake smile to mask the pain but sometim we wish someon would look close enough and see how broken we realli are insid,depressingmsgs
 type haha when you cant even smile act like your happi when all you want to do is cri tell everyon your okay when your not,depressingmsgs
 im sorri for be annoy when i want to talk needi caus i miss you emot when i care and insecur becaus im afraid to lose you,depressingmsgs
 do you ever feel the need to ask someon if they actual still want you in their life becaus it alway feel like they dont realli care,depressingmsgs
 she took a deep breath and close her eye want to scream out so loud but with all the strength she had she kept everyth insid,depressingmsgs
 you smile but all you want is to cri you talk but you realli just want to be quiet you pretend like your happi but you realli arent,depressingmsgs
 that worthless feel where you should just lock yourself in a dark room becaus everyth you do or say just seem to piss peopl off,depressingmsgs
 she scare to get to close to anyon anymor becaus everyon who promis her they would stay turn their back on her and walk away,depressingmsgs
 have you ever been in one of those mood where you dont realli know what wrong but you feel realli irrit with everyon and everyth,depressingmsgs
 do you ever write a realli long messag and about halfway through your like you know what they dont even care and end up delet it,depressingmsgs
 im scare to get close to peopl becaus i think they will eventu walk out of my life no matter how close we are becaus they alway do,depressingmsgs
 have you ever want to cri but no tear came out so you just stare blankli into space while feel your heart break into a million piec,depressingmsgs
 i cannot make you understand i cannot make anyon understand what is happen insid me i cannot even explain it to myself,depressingmsgs
 shes hurt mental and emot but everyday she walk with a smile becaus thats who she is the girl who never stop smile,depressingmsgs
 when im hurt i shut down i turn into a total bitch i shut off my emot i act differ toward everyth and everyon and i hate it,depressingmsgs
 so mani peopl in thi world have trust issu becaus peopl say im here for you and then run away as soon as thing start to fall apart,depressingmsgs
 just becaus her eye dont tear up doesnt mean her heart doesnt cri and just becaus she come off strong doesnt mean noth is wrong,depressingmsgs
 hate get flashback from thing you dont want to rememb it feel like your heart suddenli drop and anxieti start take over վou,depressingmsgs
 when i cri about one thing i end up cri about everyth that mess up in my life,depressingmsgs
 it realli suck want to talk to someon but you realli dont want to annoy anyon becaus they seem total fine without you,depressingmsgs
 everyth is chang and i dont know where i fit anymor,depressingmsgs
 they say it will get better but it a lie it doesnt get better you just get use to it,depressingmsgs
 it pain to say goodby to someon you dont want to let go but more pain to ask someon to stay when you know they want to leav,depressingmsgs
 i hate the fact that i cri when im angri and that the worst thing ever becaus your tri to act tough and mean but instead you cri,depressingmsgs
 the worst sad is the sad youv taught yourself to hide,depressingmsgs
 everi night i convinc myself tomorrow will be differ but it never is,depressingmsgs
 my biggest problem is overthink everyth,depressingmsgs
 you smile but you want to cri you talk but you just want to be quiet and you pretend that your happi but you arent,depressingmsgs
 im the type of person that one thing can chang my mood complet and i can go from confid to insecur in a matter of second,depressingmsgs
 im a paradox neither happi or sad i smile at pretti thing laugh at funni thing but at night i becom a mess of emot and thought,depressingmsgs
 im just so tire of thi my bodi is tire my mind is a mess i just realli want to lay in bed and never get up im just so tire of life,depressingmsgs
 have you ever just randomli start cri becaus youv been hold in all of these emot and pretend to be happi for way too long,depressingmsgs
 it hurt so much when you can feel yourself becom less and less import to the one person who truli mean the most to you,depressingmsgs
 she might be laugh but deep insid she hurt she tri to get her mind off thing that make her upset by pretend to be fine,depressingmsgs
 pain chang peopl it make them trust less overthink more and shut peopl out,depressingmsgs
 have you ever realli want to ask a question but you didnt becaus you knew in your heart that you wouldnt be abl to handl the answer,depressingmsgs
 youv chang tri go through what ive gone through and then see if your the same pain chang peopl it make it harder to trust,depressingmsgs
 physic mental emot tire,depressingmsgs
 just becaus her eye dont tear up doesnt mean her heart doesnt cri and just becaus she come off strong doesnt mean noth is wrong,depressingmsgs
 it sad nobodi ever know how much someon is actual hurt someon right next to you could be complet broken and you wouldnt know,depressingmsgs
 your so afraid to tell peopl how you feel becaus you fear reject so you buri it deep insid yourself where it onli destroy you more,depressingmsgs
 my problem is that i start depend on peopl for my happi and when they leav like they alway do they take my happi with them,depressingmsgs
 everi night i think about all the mistak ive made and how much i regret make those decis becaus my life could have been differ,depressingmsgs
 how pain is it to say im fine to the person who the reason your broken,depressingmsgs
 she pretend like noth happen becaus she want peopl to see her strong onli she know how pain emotionali mental she realli is,depressingmsgs
 i think im afraid to be happi becaus whenev i get too happi someth bad alway happen,depressingmsgs
 im just so tire of thi my bodi is tire my mind is a mess i just realli want to lay in bed and never get up im just so tire of life,depressingmsgs
 one minut everyth is okay and the next i have no idea what go on,depressingmsgs
 the worst feel is feel unwant by the person you need the most,depressingmsgs
 i hate get so sad to the point where my bodi complet shut down and all i can do is just lay there and think about all my problem,depressingmsgs
 it realli hurt when someon is not in the mood to talk to you but when it come to someon els they act like the happiest person aliv,depressingmsgs
 the worst type of cri is at night when everyon asleep and you have to control it with your hand over your mouth to not make a sound,depressingmsgs
 it scari that you never realli know what someon is think or feel toward you and everyth that they say could be one massiv lie,depressingmsgs
 all i ever want is for someon to not give up on me no matter how much i screw up and no matter how much i push them away they will stay,depressingmsgs
 im so sorri for all the peopl that have to deal with my constant up and down mood daili,depressingmsgs
 i never realli know where i stand in some peopl life one minut they treat me like im someth special then noth the next,depressingmsgs
 how mani time have you type im okay while cri,depressingmsgs
 she scare to get to close to anyon anymor becaus everyon who promis her they would stay turn their back on her and walk away,depressingmsgs
 it easier just to say im fine when somebodi ask if you are okay becaus sometim it not possibl to explain whi you arent,depressingmsgs
 you think youre do okay and then suddenli its a nighttim and youre alon and youre not realli sure how to distract yourself anymor,depressingmsgs
 im sorri i cant live up to your expect im sorri i cant be normal like everyon els im sorri im not as good as everyon els,depressingmsgs
 i cant stand how quickli my mood chang it effect my whole life becaus nobodi understand me and peopl just get realli annoy with me,depressingmsgs
 dont come to my graveston and display emot which you never onc show to me while i wa breath becaus that couldv kept me aliv,depressingmsgs
 have you ever been in one of those mood where you dont realli know what wrong but you feel realli irrit with everyon and everyth,depressingmsgs
 have you been so sad and tire and want to be alon but at the same time you realli wish there wa someon who you could talk to who care,depressingmsgs
 im the girl who pretend peopl word dont hurt me just so they dont know how sensit i realli am,depressingmsgs
 have you ever want to cri but no tear came out so you just stare blankli into space while feel your heart break into a million piec,depressingmsgs
 i dont realli think peopl understand how stress it is to explain what go on in your head when you dont even understand yourself,depressingmsgs
 the worst sad is the sad youv taught yourself to hide,depressingmsgs
 it hurt like hell when you know that you need to let go of someon but you cant becaus your still wait for the imposs to happen,depressingmsgs
 i hate get close to peopl these day i alway regret share too much care too much do too much and feel too much,depressingmsgs
 it kinda sad when you realiz the person you use to tell everyth to now ha no idea of whats happen with your life,depressingmsgs
 we hide behind a fake smile to mask the pain but sometim we wish someon would look close enough and see how broken we realli are insid,depressingmsgs
 i hate that feel when youre not necessarili sad but you just feel realli empti,depressingmsgs
 noth hurt more then be ignor replac forgotten lie to,depressingmsgs
 pleas dont expect me to alway be good and kind and love there are time when ill be cold and thoughtless and realli hard to understand,depressingmsgs
are you okaymeno but its okay ,depressingmsgs
 ive disappoint a lot of peopl thi year but believ me when i say there no one ive disappoint more than myself,depressingmsgs
 my thought alway destroy my mood,depressingmsgs
 she just broken and probabl cri herself to sleep almost everi night although she tell you she do fine and she okay but she not,depressingmsgs
 it unbeliev how fast peopl can chang one day you mean everyth the next day you dont exist anymor,depressingmsgs
 when youre ignor by someon whose attent mean the most to you is the worst feel you start to over think and it eat away at you,depressingmsgs
 im just so tire tire of never be good enough tire of get put down tire of cri tire of insecur tire of be tire,depressingmsgs
 do you ever feel ok but your sad at the same time you just want to talk to someon and hug them but you feel annoy so you just stay quiet,depressingmsgs
 i realli hate when i say thing without think i alway end up hate myself a littl more each time know i might of upset someon,depressingmsgs
 that feel when you can actual feel the pain in your chest from hear someth or see someth that realli break your heart,depressingmsgs
 im liter so tire of be nice to peopl and go out of my way to make sure theyr okay and happi just to be treat like shit,depressingmsgs
 i hate when i cri about one thing then i end up cri about everyth that mess up in my life,depressingmsgs
 i truli feel like everyth i say or do is alway wrong like im a total disappoint to everyon and all i ever do is let peopl down,depressingmsgs
 you dont know pain until you are stare at the mirror with tear stream down your face beg yourself to just hold on and be strong,depressingmsgs
 do you ever feel physic sick becaus you know your not good enough for anyon and cant do anyth right no matter how hard you tri,depressingmsgs
 physic mental emot tire,depressingmsgs
 im sorri for be annoy when i want to talk needi caus i miss you emot when i care and insecur becaus im afraid to lose you,depressingmsgs
 when im hurt i shut down i turn into a total bitch i shut off my emot i act differ toward everyth and everyon and i hate it,depressingmsgs
 youv chang tri go through what ive gone through and then see if your the same pain chang peopl it make it harder to trust,depressingmsgs
 it sad that we can find thousand of peopl on twitter who understand and feel the same way we do but in everyday life we have no one,depressingmsgs
 have you ever felt like you want to cri in the middl of the night without know which one of the reason it is that make you want cri,depressingmsgs
 you cant just break someon into a million piec and treat them like crap and then expect them to be okay just becaus you say im sorri,depressingmsgs
 ive alway been afraid of lose peopl i love sometim i wonder if there is anyon out there afraid to lose me,depressingmsgs
 mayb im better of alon becaus no one ha ever love me the way i love them and i have never felt like anyon want me or need me at all,depressingmsgs
 the worst type of cri is the silent one the one where you realli have to hold your breath and grab your stomach just to keep quiet,depressingmsgs
 she pretend like noth happen becaus she want peopl to see how strong she is onli she know how pain and emot she realli is,depressingmsgs
 when i say im okay i want someon to look me in the eye hug me tight and say i know your not,depressingmsgs
 when someon stop talk to me the way they use to i sit and stress myself think if everyth els we share togeth wa just a lie,depressingmsgs
 everi time i think about how stress i am i get even more stress so it like a never end stress cycl i cant seem to break free from,depressingmsgs
 how is it possibl that someon can hurt you repeatedli and you still care for them so much,depressingmsgs
 you dont realiz how lone you are until it the end of the day and you have a bunch of thing to talk about but no one to tell them to,depressingmsgs
 your twitter is one of those thing that you want everyon to see but at the same time you never want to show it to anyon,depressingmsgs
 that embarrass moment when you have to quickli wipe away your tear put a fake smile on becaus you hear someon come in to the room,depressingmsgs
 do you ever have one of those day where noth goe wrong but you feel like you hate the world and you just feel like break down cri,depressingmsgs
 that worthless feel where you should just lock yourself in a dark room becaus everyth you do or say just seem to piss peopl off,depressingmsgs
 im just so tire of thi my bodi is tire my mind is a mess i just realli want to lay in bed and never get up im just so tire of life,depressingmsgs
 when youv been sad for so long that when someth bad happen you dont cri you just sit there and feel numb,depressingmsgs
 depress isnt alway the girl cri in the bathroom or wear long sleev sometim it the girl with the biggest smile on her face,depressingmsgs
 we hide behind a fake smile to mask the pain but sometim we wish someon would look close enough and see how broken we realli are insid,depressingmsgs
 those teenag who sit in their room at night cri themselv to sleep were onc children with light in their eye and hope in their heart,depressingmsgs
 im offici done tri if you want me in your life you can come find me until then continu treat me like i dont exist,depressingmsgs
 i get so sad i get insecur i get jealou i get lone i i overreact and i make mistak but ipromis i will alway give you my loyalti,depressingmsgs
 it hurt so much when you can feel yourself becom less and less import to the one person who reay mean the most to you,depressingmsgs
 all i ever want is for someon to not give up on me no matter how much i screw up and no matter how much i push them away they will stay,depressingmsgs
 it funni how you think your do fine but then one littl thing remind you of the past and it all come back and slap you in the face,depressingmsgs
 do you ever feel the need to ask someon if they actual still want you in their life becaus it alway feel like they dont realli care,depressingmsgs
 what happen we just stop talk,depressingmsgs
 ive disappoint a lot of peopl thi year but believ me when i say there no one ive disappoint more than myself,depressingmsgs
 im sorri i have trust issu but when you give someon everyth and they just toss it away like noth someth insid of you break,depressingmsgs
 im a paradox neither happi or sad i smile at pretti thing laugh at funni thing but at night i becom a mess of emot and thought,depressingmsgs
 i alway overus the word tire becaus i cant find a better word to describ how i feel and that is liter the onli thing i feel,depressingmsgs
 im the type of person that one thing can chang my mood complet and i can go from confid to insecur in a matter of second,depressingmsgs
 when i die dont come to my grave sit there tellin me how much you love and miss me those are the thing i need to hear when i wa aliv,depressingmsgs
 the worst feel is when you find out you didnt mean as much to someon as you thought you did and you look so stupid for care too much,depressingmsgs
 when im hurt i shut down i turn into a total bitch i shut off my emot i act differ toward everyth and everyon and i hate it,depressingmsgs
 when i am upset and i want to talk to someon about it i realis they probabl wouldnt care or know what to say so i keep it all insid,depressingmsgs
 your the person that wont ask for help would never tell your parent what wrong but your the one that need help the most i know,depressingmsgs
 i wish someon wa afraid to lose me im alway scare of lose peopl that i love but i doubt anyon would fight to keep me in their life,depressingmsgs
 silenc doesnt alway mean ye sometim it mean im tire of explain to peopl who dont even care to understand,depressingmsgs
 it hurt like hell when you know that you need to let go of someon but you cant becaus your still wait for the imposs to happen,depressingmsgs
 i realli just need a day off from realiti just a day without peopl problem and all the bullshit that constantli run through my mind,depressingmsgs
 i alway act like im fine and everyon think im okay but when the light are off and im all alon that when my tear start to fall,depressingmsgs
 have you ever been in one of those mood where you dont realli know what wrong but you feel realli irrit with everyon and everyth,depressingmsgs
 your so afraid to tell peopl how you feel becaus you fear reject so you buri it deep insid yourself where it onli destroy you more,depressingmsgs
 shes hurt mental and emot but everyday she walk with a smile becaus thats who she is the girl who never stop smile,depressingmsgs
are you okaymeno but its okay ,depressingmsgs
 that sick feel when you can actual feel the pain in your chest from hear someth or see someth that realli break your heart,depressingmsgs
 im just so tire tire of never be good enough tire of get put down tire of cri tire of insecur tire of be tire,depressingmsgs
 i hate get flashback from thing you dont want to rememb it feel like your heart suddenli drop and anxieti start take over you,depressingmsgs
 she jealou becaus she care she accus you caus she been hurt she ask the same question becaus she need reassur she care,depressingmsgs
 that feel when you can actual feel the pain in your chest from hear someth or see someth that just realli break your heart,depressingmsgs
 i need someon who will understand how unstabl i am sometim be alon can be danger for me but other time it exactli what i need,depressingmsgs
 have you ever want to cri but no tear came out so you just stare blankli into space while feel your heart break into a million piec,depressingmsgs
 do you ever feel ok but your sad at the same time you just want to talk to someon and hug them but you feel annoy so you just stay quiet,depressingmsgs
 whi are you sad i dont know no reason oh no there are plenti of reason im just not realli sure which one it is thi time,depressingmsgs
 i need someon in my life who care about me as much as i care about them becaus im so tire of alway be the one who care more,depressingmsgs
 have you ever just randomli start cri becaus youv been hold in all of these emot and pretend to be happi for way too long,depressingmsgs
 type haha when you cant even smile act like your happi when all you want to do is cri tell everyon your okay when your not,depressingmsgs
 i truli feel like everyth i say or do is alway wrong like im a total disappoint to everyon and all i ever do is let peopl down,depressingmsgs
 onc youv been hurt you get scare to get attach again becaus your alway think everyon you love will alway end up hurt you,depressingmsgs
 im just so tire of thi my bodi is tire my mind is a mess i just realli want to lay in bed and never get up im just so tire of life,depressingmsgs
 she just broken and probabl cri herself to sleep almost everi night although she tell you she do fine and she okay but she not,depressingmsgs
 mayb im better of alon becaus no one ha ever love me the way i love them and i have never felt like anyon want me or need me at all,depressingmsgs
 it realli hurt when you care so much about someon and get so attach to them and one day they just turn around and leav like noth,depressingmsgs
 do you ever write a realli long messag and about halfway through your like you know what they dont even care and end up delet it,depressingmsgs
 it suck doesnt it feel like your not good enough no matter how hard you tri,depressingmsgs
 she hide all her problem behind a smile behind her smile is a world of pain and hurt you think you know her but you realli have no idea,depressingmsgs
 it realli hurt when someon is not in the mood to talk to you but when it come to someon els they act like the happiest person aliv,depressingmsgs
 be sad for no reason is wors than be sad for a reason becaus there absolut noth you can do to make yourself feel ani better,depressingmsgs
 the worst type of cri is at night when everyon asleep and you have to control it with your hand over your mouth to not make a sound,depressingmsgs
 so mani peopl in thi world have trust issu becaus peopl say im here for you and then run away as soon as thing start to fall apart,depressingmsgs
 im so tire im stress and im sad everyth hurt im about to break down and i know i should be stronger than thi but im not,depressingmsgs
 im scare to get close to peopl becaus i think they will eventu walk out of my life no matter how close we are becaus everyon leav,depressingmsgs
 i prefer to distanc myself whenev im in a bad mood becaus ill becom the most heartless person youll ever meet,depressingmsgs
 have you ever want to cri but no tear came out so you just stare blankli into space while feel your heart break into a million piec,depressingmsgs
 do you ever just stay up all night long think about your mistak and regret for not say the thing that you should have said i do,depressingmsgs
 im liter so tire of be nice to peopl and go out of my way to make sure theyr okay and happi just to be treat like shit,depressingmsgs
 im sorri for be annoy when i want to talk needi becaus i miss you emot when i care and insecur becaus im afraid to lose you,depressingmsgs
 i have so much on my mind but i end up say noth at all,depressingmsgs
 my onli relief is to sleep when im sleep im not sad im not angri im not scare im not hurt im not lone im just noth,depressingmsgs
 when your actual feel good for a moment becaus everyth seem to be go okay and then someth happen and boom sad again,depressingmsgs
 i hate when i cri about one thing then i end up cri about everyth that mess up in my life,depressingmsgs
 when youre ignor by someon whose attent mean the most to you is the worst feel you start to over think and it eat away at you,depressingmsgs
 the worst type of cri is the silent one the one where you have to hold your breath and grab your stomach to keep quiet,depressingmsgs
 im a realli hard person to understand i have major issu with talk about all my feel and thought and im realli sorri im tri,depressingmsgs
 do you ever just sit there and realiz that you mean noth to anyon and you start feel lost alon and unlov and truli unwant,depressingmsgs
 i wish someon wa afraid to lose me im alway scare of lose peopl that i love but i doubt anyon would fight to keep me in their life,depressingmsgs
 do you ever feel the need to ask someon if they actual still want you in their life becaus it alway feel like they dont realli care,depressingmsgs
 when i die dont come to my grave sit there tellin me how much you love and miss me those are the thing i need to hear when i wa aliv,depressingmsgs
 she pretend like noth happen becaus she want peopl to see her strong onli she know how pain emotionali mental she realli is,depressingmsgs
 the worst feel is when you find out you didnt mean as much to someon as you thought you did and you look so stupid for care too much,depressingmsgs
 that embarrass moment when you have to quickli wipe away your tear put a fake smile on becaus you hear someon come in to the room,depressingmsgs
 when im hurt i shut down i turn into a total bitch i shut off my emot i act differ toward everyth and everyon and i hate it,depressingmsgs
 have you ever been in one of those mood where you dont realli know what wrong but you feel realli irrit with everyon and everyth,depressingmsgs
 it hurt when you go through someth that kill you insid but you have to act like it doesnt affect you at all,depressingmsgs
 when i am upset and i want to talk to someon about it i realis they probabl wouldnt care or know what to say so i keep it all insid,depressingmsgs
 im sorri i have trust issu but when you give someon everyth and they toss it away like noth someth insid of you just break,depressingmsgs
 youv chang tri go through what ive gone through and then see if your the same pain chang peopl it make it harder to trust,depressingmsgs
 i alway overus the word tire becaus i cant find a better word to describ how i feel and that is liter the onli thing i feel,depressingmsgs
 have you ever been so sad that it physic hurt,depressingmsgs
 im truli sorri i get sad over noth im sorri i feel everyth at onc im realli sorri im so screw up im sorri i mess everyth up,depressingmsgs
 what if twitter tweet your thought without permiss wed all be in the shit,depressingmsgs
 ive disappoint a lot of peopl thi year but trust me when i say there no one ive disappoint more than myself,depressingmsgs
 ive tri so hard to make myself a better person but for some reason im never enough,depressingmsgs
 im sorri that im not everyth you want and im sorri that my best isnt good enough im sorri that everyth i do disappoint you,depressingmsgs
 type haha when you cant even smile act like your happi when all you want to do is cri tell everyon your okay when your not,depressingmsgs
 im a paradox neither happi or sad i smile at pretti thing laugh at funni thing but at night i becom a mess of emot and thought,depressingmsgs
 i need someon who will understand how unstabl i am sometim be alon can be danger for me but other time it exactli what i need,depressingmsgs
 depress isnt alway suicid note and pill bottl sometim it all smile and fake laughter depress isnt alway easi to notic,depressingmsgs
 pain chang peopl it make them trust less overthink more and shut peopl out,depressingmsgs
 do you ever feel the need to ask someon if they actual still want you in their life becaus it alway feel like they dont realli care,depressingmsgs
 im the type of person that one thing can chang my mood complet and i can go from confid to insecur in a matter of second,depressingmsgs
 do you ever miss the person that you use to be befor you got your heart broken befor you lost someon or befor your famili fell apart,depressingmsgs
 whi are you sad i dont know anymor,depressingmsgs
 be ignor hurt like hell and it make me think i did someth wrong then i start to over think everyth,depressingmsgs
 it kinda sad when you realiz the person you use to tell everyth to now ha no idea of whats happen with your life,depressingmsgs
 do you ever feel ok but your sad at the same time you just want to talk to someon and hug them but you feel annoy so you just stay quiet,depressingmsgs
 instead of tell you how i feel i sit on twitter and post tweet about it,depressingmsgs
 i have so much on my mind but i end up say noth at all,depressingmsgs
 oh sorri i forgot i onli exist when you need someth,depressingmsgs
 some peopl suddenli chang one day your import next day your worthless,depressingmsgs
 have you ever just randomli start cri becaus youv been hold in all of these emot and pretend to be happi for way too long,depressingmsgs
 it suck doesnt it feel like your not good enough no matter how hard you tri,depressingmsgs
 i destroy myself so you couldnt,depressingmsgs
 sleep is so hard when you cant stop think,depressingmsgs
 overthink alway destroy my mood,depressingmsgs
 i hate that feel when youre not necessarili sad but you just feel realli empti,depressingmsgs
 it funni how you think your do fine but then one littl thing remind you of the past and it all come back and slap you in the face,depressingmsgs
 that feel when you can actual feel the pain in your chest from hear someth or see someth that realli break your heart,depressingmsgs
 when im hurt i shut down i turn into a total bitch i shut off my emot i act differ toward everyth and everyon and i hate it,depressingmsgs
 i just dont want to bother peopl with my problem anymor and that whi i act like im perfectli fine and keep it all to myself,depressingmsgs
 im just so tire of thi my bodi is tire my mind is a mess i just realli want to lay in bed and never get up im just so tire of life,depressingmsgs
