processed_tweet,username
 pleas dont ask if im okay i might do someth stupid like open up to you and im realli tire of get close to peopl and watch them leav me like im noth,Depressed1278
 i want to be happi but someth insid me scream that i do not deserv it,Depressed1278
 to anyon with suicid thought thi year thank you for stick around im so glad you are here and i love you,Depressed1278
 i think i hit the point in life where im just done i cri i fought i tri but everyth is crash down my demon are scream louder tri to eat away the rest of me and thi time im not go to fight back d j k,Depressed1278
 it suck becaus i tri so fuck hard and noth i do ever seem to be enough for anyon not even my damn self k la m,Depressed1278
i want to talk about it damn it i want to scream i want to yell i want to shout about it but all i could do wa whisper im fine ,Depressed1278
 i care about all of you if you need someon to talk to my dms are open and if you just want to rant to someon i am here lot of love,Depressed1278
 i am a paradox i am neither happi nor i am sad i smile at pretti thing and laugh at funni thing but late at night i becom a mess of emot and thought and i wish i could just disappear,Depressed1278
 what doesnt kill you leav scar ruin your lung dri out all you tear leaven you lie awak atin the morn wish you werent aliv,Depressed1278
the saddest kind of sad is when your tear cant even drop and you feel noth its like the world ha just end you dont cri you dont hear you dont see you just stay there for a second the heart dieanonym,Depressed1278
 im the type of girl who could have tear stream down my face still insist that everyth is fine,Depressed1278
 it get bad again and i dont know what to do or where to go or who to tell becaus nobodi realli care right p b a,Depressed1278
 empti lonley sad depress forgotten useless worthless unimport and unlov the worst feel in the world but theyre the way i feel everyday,Depressed1278
 suicid is stupid you wanna know what is stupid hurt someon so much emot that they think suicid is the onli anwer,Depressed1278
you broke me like i wa one of your fuck promis ,Depressed1278
 i am not a stranger to the dark hide away they say caus we dont want your broken part ive learn to be asham of all my scar run away they say no onel love you as you are thi is me keala settl,Depressed1278
 you know those night where you lay in your bed and have your hand on your mouth so you dont make a sound as tear stream down your face and you can feel your heart just break,Depressed1278
just scarthey arent just scar they are the demon i fought atam they are my insecur my deepest fear and my lone night they are the insult i have receiv and the emot i cant contain they are part of me and are what i have becom,Depressed1278
i know what its like to want to die how it hurt to smile how you tri to fit in but you cant how you hurt yourself on the outsid to tri to kill the thing on the insid ,Depressed1278
 rose are red violet are blue sugar is sweet and so are you but the rose have wit and the violet are dead the sugarbowls empti and my wrist are stain red,Depressed1278
 our brain are sick but thats okay becaus our grade matter more than our health anyway,Depressed1278
 no matter how much i tri to make myself look dont matter i know they do and thats whi i dont amount to anyth becaus im ugli,Depressed1278
 happi new year babe you all survivand i am veri proud of you guy,Depressed1278
 i draw with silver and it turn red magic,Depressed1278
 monster dont sleep under your bed they sleep insid of your head,Depressed1278
 dear me i hate you youre weak you deserv the pain youre imperfect youll never be good enough i hope you die,Depressed1278
 depress isnt alway atam sometim it hit you at pm when youre whit your friend and half way through a laugh and just stop,Depressed1278
 sorri mom and dad you have a suicid kid but i promis im gonna put my best fake smile in front of you all,Depressed1278
 i onli lie so i didnt have to see tear of disappoint in you eye,Depressed1278
the human skin can be hard to live in that is whi most of us tear it opena r g,Depressed1278
 behind my smile is a hurt heart behind my laugh im fall apart look close at me and you will see the girl i am isnt me,Depressed1278
 have you ever want to cri but no tear came out so you just stare blankli into space while feel your heart break into piec,Depressed1278
 if you guy realli need someon to talk to i am here and i care about all of you,Depressed1278
 fake smile dri eye scratch wrist bruis thigh white pill rope tide gun load suicid,Depressed1278
 you were right to call me unstabl im a walk fuck disast,Depressed1278
 dear mom im sorri i couldnt make you ani prouder of me im sorri i didnt turn out the way you want me to be im sorri im a disappoint to you,Depressed1278
am is when i loos all control when i beg for my razor when i clench my hand in to fist to tri to stop them from shake when i curl up in a ball to muffl my sob and my shake bodi still as i canam is when i silent shatter behind close door and tri to stay aliv,Depressed1278
 where all in the same game just differ level deal whit the same hell just differ devil,Depressed1278
 no one realli care until someth dramat happen,Depressed1278
 everyon ha scar that they dont want to talk about mine are just on my bodi as well as in my head,Depressed1278
 i am get realli bad again i actual dont know whi peopl like me my parent fight al the time and my dad wa hit my mom and i realli dont know what to do i am just a big mess and i am in the way of everyon,Depressed1278
 you dont have to tell me i am worthless trust me i alreadi know,Depressed1278
 i stop talk about how i felt becaus i knew no one care anyway,Depressed1278
 sorri for be so fuck up sorri for be such a failur sorri for be a disgrac sorri for be me,Depressed1278
 amaz how much long sleev and a fake smile can hide,Depressed1278
 mayb thats it we eventu go numb becaus you cant break a heart that alreadi broken,Depressed1278
 you just keep go and go until you crash and cri about everyth and anyth at all,Depressed1278
 i kill someon you see i kill the girl who use to be me,Depressed1278
 she say shes fine but shes go insan she say she feel good but shes in a lot of pain she say its noth but its realli a lot she say shes okay but realli she is not,Depressed1278
 you smile but you wanna cri you talk but you wanna be quiet you pretend that you are happi but you arent,Depressed1278
 peopl dont die from suicid they die from sad anonym,Depressed1278
 the worst feel is want to cri but have to hold it becaus your in public,Depressed1278
 she final let go of her fake smile and tear slowli roll down her face as she whisper to herself i dont want to be me,Depressed1278
 my biggest fear is that eventu you will see me the way i see myself,Depressed1278
 wil could ever love the girl with scar,Depressed1278
 the loneliest moment in someons life is when they are watch their whole world fall apart and all they can do is stare blankli,Depressed1278
 youre afraid to tell peopl how you feel becaus it will destroy them so you buri it deep insid yourself where it destroy you,Depressed1278
 i hate it when peopl tell me tojust be happiso you think i chose tojust be depress ,Depressed1278
 fake friend are like shadow they follow you in the sun but leav you in the dark,Depressed1278
 most girl my age have a pretti face i just have scar,Depressed1278
 have you ever laid on your bed at night and cri becaus youre not good enough count all your flaw and felt wors about yourself and just felt to ugli and alon,Depressed1278
 the fault the blame the pain still there im here alon insid of thi broken home broken home,Depressed1278
 stop ask me to trust you when im still cough up the water from the last time you let me drown,Depressed1278
 i never know how to handl sad cri make me feel stupid,Depressed1278
 when cancer take a life we blame cancer depress is a diseas dont blame the victim for lose the fight,Depressed1278
